"Format","PiBoSo CSV File"
"Venue","Pittsburgh International v1.0b"
"Vehicle","Yamaha YZF-R3"
"User","jrob314159"
"Data Source","GP Bikes"
"Comment",""
"Date","04/16/26"
"Time","11:11:18"
"Sample Rate","20"
"Duration","330.650"
"Segment","Session"
"Beacon Markers","165.142, 292.202"

"Time","Distance","Engine","CylHeadTemp","WaterTemp","Gear","Speed","LatAcc","LonAcc","Steer","InputThrottle","Throttle","FrontBrake","RearBrake","Clutch","FrontSusp","RearSusp","FrontWheel","RearWheel","YawVel","PosX","PosY"
"s","m","rpm","C","C","","km/h","G","G","deg","%","%","bar","bar","%","%","%","m/s","m/s","deg/s","m","m"

"8.451","156.274","8358","89.024155","88.116364","2","50.214578","0.009775","-0.031420","-0.161003","37.647060","37.647060","0.000000","0.000000","0.000000","70.532074","52.976929","13.737696","13.711905","0.284090","-175.170532","171.102142"
"8.501","156.969","8343","88.991035","88.088554","2","50.154631","0.013676","-0.013296","-0.155221","36.862747","36.862747","0.000000","0.000000","0.000000","70.196228","52.634438","13.712947","13.680342","-0.082681","-175.826996","170.868820"
"8.551","157.663","8326","88.957481","88.060806","2","50.085118","0.024237","-0.052555","-0.166821","36.078434","36.078434","0.000000","0.000000","0.000000","70.055573","52.242451","13.701787","13.664797","0.441153","-176.482681","170.635895"
"8.601","158.356","8303","88.923294","88.033119","2","49.911568","0.001459","-0.027440","-0.153437","34.901962","34.901962","0.000000","0.000000","0.000000","70.072266","52.118099","13.677091","13.632392","0.386445","-177.136856","170.403732"
"8.651","159.047","8274","88.888550","88.005440","2","49.824042","0.011444","-0.053798","-0.156415","34.117649","34.117649","0.000000","0.000000","0.000000","70.101013","52.334953","13.639735","13.605816","0.434029","-177.789444","170.172211"
"8.701","159.736","8245","88.853386","87.977768","2","49.727444","-0.000415","-0.077464","-0.158447","33.725491","33.725491","0.000000","0.000000","0.000000","69.912209","52.793850","13.614389","13.575197","0.317286","-178.440887","169.941345"
"8.751","160.425","8221","88.818039","87.950096","2","49.630404","0.000346","-0.073951","-0.145642","33.333336","33.333336","0.000000","0.000000","0.000000","69.765694","53.155392","13.592970","13.539073","0.154310","-179.091248","169.710999"
"8.801","161.111","8200","88.783012","87.922455","2","49.491077","0.020958","-0.074168","-0.165043","33.333336","33.333336","0.000000","0.000000","0.000000","69.638794","53.185547","13.559603","13.498436","0.073571","-179.740005","169.481277"
"8.851","161.796","8176","88.748146","87.894875","2","49.368617","0.005132","-0.073741","-0.150828","32.941177","32.941177","0.000000","0.000000","0.000000","69.536926","53.114491","13.501653","13.464407","0.147058","-180.386841","169.252457"
"8.901","162.479","8150","88.713516","87.867340","2","49.246284","0.003575","-0.094691","-0.164174","32.941177","32.941177","0.000000","0.000000","0.000000","69.290565","53.156971","13.476991","13.425606","0.273549","-181.032196","169.024261"
"8.951","163.160","8131","88.679192","87.839890","2","49.133688","0.007806","-0.069426","-0.152853","32.941177","32.941177","0.000000","0.000000","0.000000","69.070023","53.145283","13.426736","13.389451","0.148492","-181.676163","168.796707"
"9.001","163.840","8111","88.645218","87.812531","2","49.038162","0.009761","-0.082276","-0.161792","32.941177","32.941177","0.000000","0.000000","0.000000","68.748230","52.986572","13.406924","13.352968","0.179752","-182.318771","168.569763"
"9.051","164.518","8091","88.611496","87.785271","2","48.864235","0.013748","-0.083731","-0.170936","32.941177","32.941177","0.000000","0.000000","0.000000","68.817764","52.720802","13.362677","13.312757","-0.064598","-182.959518","168.343643"
"9.101","165.194","8063","88.577873","87.758133","2","48.680633","0.070689","-0.066859","-0.628563","32.549019","32.549019","0.000000","0.000000","0.000000","68.861313","52.410042","13.305560","13.272942","2.296240","-183.598099","168.118927"
"9.151","165.867","8037","88.544479","87.731110","2","48.536228","0.109642","-0.086659","-1.073958","32.549019","32.549019","0.000000","0.000000","0.000000","68.914070","52.626842","13.279593","13.238850","7.262299","-184.235947","167.898453"
"9.201","166.538","8013","88.511414","87.704208","2","48.465836","0.100089","-0.054766","-1.343088","32.549019","32.549019","0.000000","0.000000","0.000000","68.780769","52.989727","13.244815","13.194889","9.227691","-184.874084","167.683731"
"9.251","167.206","7994","88.478638","87.677437","2","48.277366","0.085227","-0.084741","-1.507938","32.549019","32.549019","0.000000","0.000000","0.000000","68.852707","53.219326","13.220178","13.162914","10.191411","-185.512680","167.475357"
"9.301","167.872","7970","88.446129","87.650818","2","48.092497","0.055498","-0.067739","-1.448645","32.549019","32.549019","0.000000","0.000000","0.000000","69.195656","53.174038","13.170195","13.116624","9.294230","-186.150742","167.273560"
"9.351","168.535","7945","88.413803","87.624359","2","47.960991","-0.182434","-0.079141","-0.204375","32.156864","32.156864","0.000000","0.000000","0.000000","69.360497","53.502911","13.130626","13.076415","-0.010394","-186.787125","167.075623"
"9.401","169.197","7927","88.381653","87.598038","2","47.900016","-0.262632","-0.095752","0.480857","32.549019","32.549019","0.000000","0.000000","0.000000","69.032684","53.904716","13.103173","13.054644","-12.362231","-187.420670","166.872925"
"9.451","169.859","7922","88.349731","87.571838","2","47.839169","-0.221031","-0.113932","0.629633","32.156864","32.156864","0.000000","0.000000","0.000000","68.251350","53.834595","13.108886","13.019424","-15.277354","-188.051132","166.662247"
"9.501","170.520","7912","88.318298","87.545799","2","47.690806","-0.232456","-0.092821","0.651830","32.549019","32.549019","0.000000","0.000000","0.000000","68.042564","53.145344","13.019030","12.976610","-16.408638","-188.677078","166.443939"
"9.551","171.180","7893","88.287292","87.519951","2","47.544361","-0.218386","-0.070479","0.545749","32.549019","32.549019","0.000000","0.000000","0.000000","67.508919","51.993042","12.986949","12.928843","-15.800137","-189.297958","166.217514"
"9.601","171.839","7878","88.256622","87.494270","2","47.379247","-0.217534","-0.082297","0.521475","32.549019","32.549019","0.000000","0.000000","0.000000","67.460129","51.430069","12.938107","12.904607","-14.979867","-189.914032","165.983353"
"9.651","172.495","7856","88.226227","87.468788","2","47.208764","-0.167480","-0.089460","0.303030","32.941177","32.941177","0.000000","0.000000","0.000000","67.543770","51.226192","12.909893","12.869868","-12.840240","-190.524841","165.742233"
"9.701","173.150","7829","88.196007","87.443481","2","47.109265","-0.168696","-0.075832","0.259470","32.549019","32.549019","0.000000","0.000000","0.000000","67.653130","51.365440","12.879775","12.832023","-10.875711","-191.131317","165.495438"
"9.751","173.803","7803","88.166008","87.418350","2","46.972204","-0.144195","-0.043453","0.119556","32.941177","32.941177","0.000000","0.000000","0.000000","67.837357","51.548172","12.811762","12.797453","-9.041043","-191.733795","165.243607"
"9.801","174.454","7777","88.136246","87.393379","2","46.780420","-0.095346","-0.050301","0.084484","32.549019","32.549019","0.000000","0.000000","0.000000","68.217033","51.649094","12.823277","12.760155","-6.770506","-192.332611","164.988068"
"9.851","175.102","7749","88.106575","87.368576","2","46.618262","-0.102676","-0.076108","-0.038048","32.549019","32.549019","0.000000","0.000000","0.000000","68.679794","51.983696","12.754705","12.730214","-5.858856","-192.927277","164.730331"
"9.901","175.748","7708","88.077042","87.343910","2","46.518149","0.001429","-0.075774","-0.439464","32.549019","32.549019","0.000000","0.000000","0.000000","68.747421","52.389240","12.762712","12.692612","-1.983982","-193.519531","164.470871"
"9.951","176.394","7689","88.047508","87.319366","2","46.434248","0.024333","-0.094589","-0.555395","31.764708","31.764708","0.000000","0.000000","0.000000","68.857361","52.942104","12.681567","12.656017","1.460549","-194.111038","164.212265"
"10.001","177.037","7659","88.017662","87.294937","2","46.229792","0.019076","-0.093434","-0.624331","31.372551","31.372551","0.000000","0.000000","0.000000","69.335663","53.304585","12.662740","12.616529","2.900706","-194.700821","163.955750"
"10.051","177.678","7629","87.987778","87.270607","2","46.114127","0.001540","-0.049805","-0.576882","31.372551","31.372551","0.000000","0.000000","0.000000","69.238274","53.202724","12.608847","12.535104","3.285145","-195.289185","163.701691"
"10.101","178.318","7604","87.958084","87.246368","2","46.059456","0.035379","-0.076978","-0.547216","31.372551","31.372551","0.000000","0.000000","0.000000","68.921043","53.332050","12.581269","12.542306","3.239872","-195.877121","163.449585"
"10.151","178.956","7587","87.928749","87.222260","2","45.867872","0.026034","-0.067799","-0.491346","31.372551","31.372551","0.000000","0.000000","0.000000","69.011253","53.440033","12.551367","12.500749","3.387965","-196.464279","163.199814"
"10.201","179.591","7566","87.899734","87.198280","2","45.680586","0.022906","-0.094838","-0.419552","31.764708","31.764708","0.000000","0.000000","0.000000","69.048843","53.408070","12.501221","12.458674","3.106318","-197.049805","162.952698"
"10.251","180.225","7538","87.871078","87.174431","2","45.623309","0.002341","-0.086209","-0.339541","31.764708","31.764708","0.000000","0.000000","0.000000","68.832581","53.220314","12.477534","12.428444","2.630898","-197.634430","162.707458"
"10.301","180.858","7523","87.842636","87.150719","2","45.493832","0.002749","-0.093133","-0.279752","31.764708","31.764708","0.000000","0.000000","0.000000","68.869659","53.180641","12.454868","12.395159","2.202225","-198.218155","162.463882"
