"Format","AiM CSV File"
"Session","PittRace"
"Vehicle","Yamaha R3"
"Racer","John Robinson"
"Championship","WERA Endurance"
"Comment",""
"Date","Sunday, August 13, 2023"
"Time","3:28 PM"
"Sample Rate","20"
"Duration","1016"
"Segment","Session"
"Beacon Markers","1.859","142.238","279.237","415.85","551.542","686.894","821.251","1016"
"Segment Times","0:01.859","2:20.379","2:16.999","2:16.613","2:15.692","2:15.352","2:14.357","3:14.746"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","RPM","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","rpm","m"

"240.650","150.8432","19","-0.6492","0.0798","-1.4503","87.1139","-8.7297","327.4456","1110.0000","0.4997","275.0088","40.85112066","-80.34945526","0.0000","7434.4170"
"240.700","150.6600","19","-0.6490","0.0786","-1.4658","86.7084","-8.7196","327.3860","1110.0000","0.4817","274.9915","40.85112202","-80.34943061","0.0000","7436.5103"
"240.750","150.5667","19","-0.6477","0.0755","-1.4817","86.2995","-8.6943","327.3244","1110.0000","0.4680","275.6228","40.85112343","-80.34940595","0.0000","7438.6035"
"240.800","150.7577","19","-0.6427","0.0664","-1.4987","85.8800","-8.6204","327.2560","1110.0000","0.4680","278.3365","40.85112504","-80.34938126","0.0000","7440.6963"
"240.850","150.9779","19","-0.6415","0.0599","-1.5127","85.4534","-8.5974","327.1899","1110.0000","0.4680","279.4904","40.85112671","-80.34935652","0.0000","7442.7910"
"240.900","151.2902","19","-0.6522","0.0619","-1.5170","85.0044","-8.7351","327.1312","1110.0000","0.4680","275.6518","40.85112859","-80.34933168","0.0000","7444.8916"
"240.950","151.6133","19","-0.6660","0.0710","-1.5193","84.5366","-8.9149","327.0728","1110.0000","0.4680","270.6715","40.85113056","-80.34930682","0.0000","7446.9941"
"241.000","151.9710","19","-0.6899","0.1030","-1.5150","84.0095","-9.2275","327.0151","1110.0000","0.4680","262.1178","40.85113280","-80.34928193","0.0000","7449.1035"
"241.050","152.2125","19","-0.7117","0.1318","-1.5137","83.4934","-9.5119","326.9579","1110.0000","0.4723","254.6853","40.85113511","-80.34925708","0.0000","7451.2134"
"241.100","152.0865","19","-0.7273","0.1504","-1.5215","83.0123","-9.7068","326.9024","1110.0000","0.4903","249.3643","40.85113769","-80.34923238","0.0000","7453.3262"
"241.150","152.0799","19","-0.7419","0.1596","-1.5268","82.5340","-9.8862","326.8492","1110.0000","0.5040","244.8293","40.85114035","-80.34920763","0.0000","7455.4399"
"241.200","152.4511","19","-0.7531","0.1390","-1.5237","82.0647","-10.0163","326.8036","1110.0000","0.5040","242.2387","40.85114326","-80.34918272","0.0000","7457.5562"
"241.250","152.7879","19","-0.7675","0.1186","-1.5260","81.5854","-10.1915","326.7501","1110.0000","0.5083","238.6004","40.85114627","-80.34915782","0.0000","7459.6743"
"241.300","153.0157","19","-0.7926","0.0988","-1.5450","81.0746","-10.5095","326.6718","1110.0000","0.5263","231.7263","40.85114955","-80.34913298","0.0000","7461.7988"
"241.350","153.1918","19","-0.8194","0.0849","-1.5553","80.5406","-10.8518","326.6042","1110.0000","0.5357","224.6738","40.85115294","-80.34910819","0.0000","7463.9243"
"241.400","153.2046","19","-0.8518","0.0896","-1.5380","79.9330","-11.2715","326.5702","1110.0000","0.5177","216.3272","40.85115666","-80.34908354","0.0000","7466.0518"
"241.450","153.2544","19","-0.8830","0.0935","-1.5187","79.3182","-11.6739","326.5370","1110.0000","0.5040","208.9380","40.85116049","-80.34905888","0.0000","7468.1802"
"241.500","153.4212","19","-0.9102","0.0952","-1.4937","78.6806","-12.0218","326.5062","1110.0000","0.5040","203.1128","40.85116465","-80.34903423","0.0000","7470.3105"
"241.550","153.6325","19","-0.9341","0.0952","-1.4733","78.0379","-12.3254","326.4709","1110.0000","0.5083","198.3822","40.85116894","-80.34900958","0.0000","7472.4429"
"241.600","153.9847","19","-0.9474","0.0897","-1.4677","77.3791","-12.4889","326.4212","1110.0000","0.5263","196.2341","40.85117362","-80.34898494","0.0000","7474.5801"
"241.650","154.1926","19","-0.9539","0.0791","-1.4601","76.7299","-12.5623","326.3741","1110.0000","0.5400","195.3502","40.85117838","-80.34896038","0.0000","7476.7178"
"241.700","153.9435","19","-0.9386","0.0524","-1.4460","76.1111","-12.3506","326.3356","1110.0000","0.5400","198.3776","40.85118344","-80.34893606","0.0000","7478.8569"
"241.750","153.7954","19","-0.9188","0.0356","-1.4325","75.5327","-12.0804","326.2993","1110.0000","0.5400","202.6200","40.85118856","-80.34891173","0.0000","7480.9956"
"241.800","153.9671","19","-0.8844","0.0499","-1.4207","75.0823","-11.6248","326.2703","1110.0000","0.5400","210.7956","40.85119384","-80.34888733","0.0000","7483.1333"
"241.850","154.1106","19","-0.8513","0.0601","-1.4122","74.6040","-11.1859","326.2355","1110.0000","0.5400","219.2713","40.85119925","-80.34886299","0.0000","7485.2720"
"241.900","154.1650","19","-0.8224","0.0574","-1.4145","74.0371","-10.7997","326.1824","1110.0000","0.5400","227.1937","40.85120502","-80.34883878","0.0000","7487.4131"
"241.950","154.2597","19","-0.7979","0.0536","-1.4126","73.4732","-10.4720","326.1328","1110.0000","0.5357","234.4471","40.85121087","-80.34881459","0.0000","7489.5547"
"242.000","154.4819","19","-0.7875","0.0460","-1.3979","72.9191","-10.3297","326.0940","1110.0000","0.5177","238.0191","40.85121701","-80.34879042","0.0000","7491.6997"
"242.050","154.6587","19","-0.7786","0.0426","-1.3824","72.3804","-10.2074","326.0577","1110.0000","0.5083","241.1459","40.85122321","-80.34876628","0.0000","7493.8457"
"242.100","154.6916","19","-0.7744","0.0525","-1.3649","71.8904","-10.1485","326.0292","1110.0000","0.5263","242.5960","40.85122962","-80.34874226","0.0000","7495.9937"
"242.150","154.7295","19","-0.7707","0.0628","-1.3498","71.3980","-10.0953","325.9997","1111.2000","0.5400","243.9348","40.85123611","-80.34871827","0.0000","7498.1426"
"242.200","154.7831","19","-0.7684","0.0749","-1.3429","70.8983","-10.0599","325.9670","1116.2000","0.5400","244.8778","40.85124286","-80.34869438","0.0000","7500.2920"
"242.250","154.8392","19","-0.7639","0.0801","-1.3309","70.4030","-9.9938","325.9386","1120.0000","0.5357","246.5882","40.85124966","-80.34867052","0.0000","7502.4419"
"242.300","154.9034","19","-0.7521","0.0635","-1.3032","69.9217","-9.8302","325.9238","1120.0000","0.5177","250.7953","40.85125668","-80.34864673","0.0000","7504.5933"
"242.350","154.9965","19","-0.7345","0.0550","-1.2792","69.4494","-9.5929","325.9057","1120.0000","0.5040","257.1530","40.85126377","-80.34862296","0.0000","7506.7451"
"242.400","155.1814","19","-0.6988","0.0718","-1.2669","69.0056","-9.1222","325.8771","1120.0000","0.5040","270.7437","40.85127108","-80.34859923","0.0000","7508.8999"
"242.450","155.3676","19","-0.6706","0.0857","-1.2527","68.5706","-8.7490","325.8503","1120.0000","0.5040","282.6309","40.85127844","-80.34857553","0.0000","7511.0562"
"242.500","155.5577","19","-0.6663","0.0903","-1.2321","68.1633","-8.6845","325.8293","1120.0000","0.5040","285.0787","40.85128599","-80.34855190","0.0000","7513.2158"
"242.550","155.7701","19","-0.6580","0.0959","-1.2125","67.7515","-8.5686","325.8076","1120.0000","0.5040","289.3303","40.85129361","-80.34852827","0.0000","7515.3774"
"242.600","156.0525","19","-0.6373","0.1043","-1.1963","67.3250","-8.2898","325.7837","1120.0000","0.5040","299.6029","40.85130147","-80.34850465","0.0000","7517.5439"
"242.650","156.2649","19","-0.6135","0.1093","-1.1780","66.9104","-7.9717","325.7623","1120.0000","0.5040","311.9846","40.85130939","-80.34848106","0.0000","7519.7114"
"242.700","156.2554","19","-0.5801","0.1038","-1.1531","66.5333","-7.5288","325.7491","1120.0000","0.5040","330.3140","40.85131747","-80.34845761","0.0000","7521.8813"
"242.750","156.2882","19","-0.5502","0.0995","-1.1348","66.1654","-7.1325","325.7276","1120.0000","0.5040","348.7404","40.85132559","-80.34843417","0.0000","7524.0522"
"242.800","156.4547","19","-0.5316","0.0991","-1.1372","65.8263","-6.8835","325.6794","1120.0000","0.5040","361.7425","40.85133389","-80.34841081","0.0000","7526.2246"
"242.850","156.6236","19","-0.5115","0.0984","-1.1370","65.5177","-6.6163","325.6347","1120.0000","0.5083","376.7581","40.85134219","-80.34838743","0.0000","7528.3979"
"242.900","156.8001","19","-0.4869","0.0964","-1.1286","65.3052","-6.2916","325.6013","1120.0000","0.5263","396.6508","40.85135055","-80.34836396","0.0000","7530.5752"
"242.950","157.0173","19","-0.4587","0.0948","-1.1185","65.0691","-5.9203","325.5699","1120.0000","0.5400","422.1114","40.85135897","-80.34834050","0.0000","7532.7544"
"243.000","157.3641","19","-0.4189","0.0942","-1.1028","64.7581","-5.4015","325.5443","1120.0000","0.5400","463.6689","40.85136762","-80.34831706","0.0000","7534.9390"
"243.050","157.6374","19","-0.3789","0.0924","-1.0881","64.4500","-4.8803","325.5188","1120.0000","0.5400","514.0806","40.85137632","-80.34829366","0.0000","7537.1245"
"243.100","157.6782","19","-0.3381","0.0868","-1.0771","64.1506","-4.3512","325.4937","1120.0000","0.5400","576.7488","40.85138514","-80.34827037","0.0000","7539.3145"
"243.150","157.7233","19","-0.2999","0.0813","-1.0631","63.9194","-3.8549","325.4716","1120.0000","0.5357","651.1832","40.85139393","-80.34824707","0.0000","7541.5044"
"243.200","157.7822","19","-0.2696","0.0759","-1.0397","63.9041","-3.4628","325.4594","1120.0000","0.5177","725.1873","40.85140260","-80.34822371","0.0000","7543.6953"
"243.250","157.8330","19","-0.2385","0.0670","-1.0188","63.8619","-3.0598","325.4449","1118.8000","0.5083","820.9621","40.85141131","-80.34820037","0.0000","7545.8872"
"243.300","157.8578","19","-0.2045","0.0470","-1.0058","63.7344","-2.6223","325.4231","1113.8000","0.5263","958.0858","40.85142017","-80.34817708","0.0000","7548.0796"
"243.350","157.9112","19","-0.1722","0.0330","-0.9918","63.6082","-2.2060","325.4046","1110.0000","0.5400","1139.2841","40.85142905","-80.34815379","0.0000","7550.2725"
"243.400","158.0552","19","-0.1450","0.0379","-0.9744","63.4865","-1.8568","325.3970","1110.0000","0.5400","1354.7786","40.85143798","-80.34813046","0.0000","7552.4673"
"243.450","158.1939","19","-0.1188","0.0444","-0.9550","63.3819","-1.5214","325.3910","1110.0000","0.5357","1654.8339","40.85144690","-80.34810713","0.0000","7554.6631"
"243.500","158.3154","19","-0.0961","0.0560","-0.9294","63.3318","-1.2300","325.3903","1110.0000","0.5177","2048.5376","40.85145584","-80.34808380","0.0000","7556.8613"
"243.550","158.4529","19","-0.0807","0.0695","-0.9096","63.2860","-1.0315","325.3819","1110.0000","0.5040","2444.9277","40.85146479","-80.34806047","0.0000","7559.0610"
"243.600","158.6409","19","-0.0882","0.0889","-0.9077","63.2536","-1.1273","325.3491","1110.0000","0.5040","2239.8252","40.85147379","-80.34803708","0.0000","7561.2637"
"243.650","158.8293","19","-0.0928","0.1022","-0.8990","63.2050","-1.1854","325.3257","1110.0000","0.5040","2132.4727","40.85148281","-80.34801369","0.0000","7563.4673"
"243.700","159.0190","19","-0.0882","0.0964","-0.8685","63.1049","-1.1244","325.3324","1110.0000","0.5040","2250.8857","40.85149187","-80.34799024","0.0000","7565.6753"
"243.750","159.1847","19","-0.0733","0.0908","-0.8441","63.0339","-0.9338","325.3331","1110.0000","0.5040","2713.0874","40.85150091","-80.34796680","0.0000","7567.8843"
"243.800","159.2740","19","-0.0261","0.0858","-0.8387","63.0551","-0.3330","325.3148","1110.0000","0.5040","7613.3623","40.85150992","-80.34794337","0.0000","7570.0962"
"243.850","159.3684","19","0.0126","0.0805","-0.8289","63.0838","0.1604","325.3011","1110.0000","0.5040","10000.0000","40.85151893","-80.34791995","0.0000","7572.3091"
"243.900","159.4789","19","0.0247","0.0746","-0.8050","63.1362","0.3135","325.3012","1110.0000","0.5040","8095.5957","40.85152791","-80.34789650","0.0000","7574.5234"
"243.950","159.5962","19","0.0347","0.0706","-0.7846","63.1772","0.4398","325.2988","1110.0000","0.5040","5775.7598","40.85153692","-80.34787303","0.0000","7576.7388"
"244.000","159.7348","19","0.0379","0.0729","-0.7752","63.1822","0.4810","325.2884","1110.0000","0.5040","5285.0898","40.85154599","-80.34784949","0.0000","7578.9570"
"244.050","159.8731","18","0.0424","0.0746","-0.7647","63.2042","0.5373","325.2785","1110.0000","0.5040","4735.9131","40.85155502","-80.34782593","0.0000","7581.1758"
"244.100","160.0110","18","0.0506","0.0744","-0.7511","63.2799","0.6410","325.2703","1110.0000","0.5040","3972.8884","40.85156396","-80.34780229","0.0000","7583.3979"
"244.150","160.1607","18","0.0572","0.0758","-0.7375","63.3348","0.7234","325.2639","1110.0000","0.5040","3523.6985","40.85157290","-80.34777863","0.0000","7585.6206"
"244.200","160.3483","18","0.0584","0.0822","-0.7241","63.3236","0.7382","325.2635","1110.0000","0.5040","3457.1626","40.85158189","-80.34775488","0.0000","7587.8472"
"244.250","160.5063","18","0.0554","0.0837","-0.7080","63.3053","0.6998","325.2654","1110.0000","0.5040","3650.2012","40.85159089","-80.34773115","0.0000","7590.0742"
"244.300","160.5703","18","0.0391","0.0696","-0.6837","63.2641","0.4932","325.2747","1110.0000","0.5040","5181.3511","40.85159993","-80.34770746","0.0000","7592.3042"
"244.350","160.6259","18","0.0306","0.0497","-0.6600","63.2734","0.3861","325.2847","1110.0000","0.5040","6621.7681","40.85160892","-80.34768374","0.0000","7594.5347"
"244.400","160.6551","18","0.0471","0.0112","-0.6380","63.4422","0.5939","325.2972","1110.0000","0.5040","4305.5801","40.85161775","-80.34765992","0.0000","7596.7656"
"244.450","160.6538","18","0.0624","-0.0276","-0.6214","63.5663","0.7857","325.3040","1110.0000","0.5040","3254.1353","40.85162661","-80.34763612","0.0000","7598.9966"
"244.500","160.5558","18","0.0736","-0.0672","-0.6219","63.5489","0.9272","325.2927","1110.0000","0.5040","2755.9436","40.85163556","-80.34761241","0.0000","7601.2271"
"244.550","160.3063","18","0.0832","-0.1112","-0.6188","63.5427","1.0478","325.2845","1110.0000","0.5040","2434.8804","40.85164447","-80.34758878","0.0000","7603.4546"
"244.600","159.5764","18","0.0874","-0.1692","-0.6044","63.5722","1.1025","325.2865","1110.0000","0.5040","2303.6868","40.85165320","-80.34756537","0.0000","7605.6733"
"244.650","158.9471","18","0.0933","-0.2315","-0.5916","63.6362","1.1785","325.2874","1110.0000","0.5040","2146.4771","40.85166190","-80.34754194","0.0000","7607.8887"
"244.700","158.6360","18","0.1044","-0.3073","-0.5838","63.8098","1.3225","325.2845","1110.0000","0.5040","1909.0271","40.85167049","-80.34751842","0.0000","7610.0928"
"244.750","158.2240","18","0.1086","-0.3814","-0.5736","63.9198","1.3783","325.2835","1110.0000","0.5040","1827.1023","40.85167909","-80.34749498","0.0000","7612.2935"
"244.800","157.4923","18","0.0906","-0.4504","-0.5554","63.8287","1.1544","325.2883","1110.0000","0.5040","2171.3237","40.85168768","-80.34747177","0.0000","7614.4834"
"244.850","156.5679","18","0.0742","-0.5153","-0.5394","63.8017","0.9503","325.2927","1110.0000","0.5040","2622.2791","40.85169618","-80.34744868","0.0000","7616.6660"
"244.900","155.0330","18","0.0629","-0.5670","-0.5306","63.9780","0.8086","325.2962","1110.0000","0.5040","3051.4993","40.85170436","-80.34742596","0.0000","7618.8242"
"244.950","153.6113","18","0.0601","-0.6092","-0.5201","64.1033","0.7790","325.3006","1110.0000","0.5040","3138.3254","40.85171256","-80.34740331","0.0000","7620.9741"
"245.000","152.5478","18","0.0845","-0.6212","-0.5041","64.0672","1.1044","325.3080","1110.0000","0.5040","2198.4133","40.85172077","-80.34738088","0.0000","7623.0962"
"245.050","151.5017","18","0.0996","-0.6300","-0.4896","64.0520","1.3081","325.3150","1110.0000","0.5040","1843.3054","40.85172895","-80.34735852","0.0000","7625.2114"
"245.100","150.5106","18","0.0853","-0.6290","-0.4797","64.1028","1.1266","325.3212","1110.0000","0.5040","2126.2068","40.85173700","-80.34733636","0.0000","7627.3052"
"245.150","149.5199","18","0.0746","-0.6325","-0.4690","64.1695","0.9948","325.3295","1110.0000","0.5040","2392.1531","40.85174501","-80.34731427","0.0000","7629.3926"
"245.200","148.5305","18","0.0760","-0.6508","-0.4557","64.2863","1.0201","325.3448","1110.0000","0.5040","2317.3975","40.85175293","-80.34729238","0.0000","7631.4590"
"245.250","147.5363","18","0.0793","-0.6611","-0.4441","64.3914","1.0724","325.3580","1110.0000","0.5040","2189.6362","40.85176080","-80.34727057","0.0000","7633.5186"
"245.300","146.5266","18","0.0887","-0.6462","-0.4377","64.4591","1.2102","325.3644","1110.0000","0.5040","1927.0514","40.85176855","-80.34724900","0.0000","7635.5566"
"245.350","145.3774","18","0.0881","-0.6420","-0.4295","64.5078","1.2095","325.3734","1108.8001","0.5083","1912.9479","40.85177626","-80.34722755","0.0000","7637.5864"
"245.400","143.7861","18","0.0559","-0.6714","-0.4157","64.4962","0.7705","325.3902","1103.8001","0.5263","2969.9128","40.85178387","-80.34720649","0.0000","7639.5889"
"245.450","142.2286","18","0.0354","-0.7071","-0.4018","64.4859","0.4953","325.4063","1100.0000","0.5400","4570.3271","40.85179143","-80.34718554","0.0000","7641.5811"
"245.500","140.7784","18","0.0523","-0.7631","-0.3874","64.4795","0.7386","325.4205","1100.0000","0.5400","3033.7153","40.85179882","-80.34716493","0.0000","7643.5410"
"245.550","139.3730","18","0.0590","-0.8024","-0.3687","64.4936","0.8362","325.4378","1100.0000","0.5400","2652.6833","40.85180617","-80.34714439","0.0000","7645.4922"
"245.600","138.1095","18","0.0332","-0.7893","-0.3369","64.5729","0.4728","325.4648","1100.0000","0.5400","4649.3984","40.85181340","-80.34712407","0.0000","7647.4146"
"245.650","136.8537","18","0.0160","-0.7711","-0.3101","64.6385","0.2319","325.4868","1100.0000","0.5400","9392.8467","40.85182061","-80.34710383","0.0000","7649.3286"
"245.700","135.6225","18","0.0258","-0.7366","-0.2998","64.6604","0.3791","325.4933","1100.0000","0.5400","5693.4150","40.85182776","-80.34708384","0.0000","7651.2163"
"245.750","134.4251","18","0.0374","-0.7014","-0.2895","64.6839","0.5530","325.5034","1100.0000","0.5357","3869.0449","40.85183488","-80.34706394","0.0000","7653.0967"
"245.800","133.3350","18","0.0542","-0.6635","-0.2788","64.7125","0.8111","325.5252","1100.0000","0.5177","2616.4233","40.85184191","-80.34704430","0.0000","7654.9521"
"245.850","132.2884","18","0.0667","-0.6296","-0.2686","64.7468","1.0029","325.5444","1100.0000","0.5040","2099.3340","40.85184891","-80.34702470","0.0000","7656.8008"
"245.900","131.3794","18","0.0649","-0.6078","-0.2597","64.7997","0.9849","325.5550","1100.0000","0.5040","2122.9932","40.85185579","-80.34700525","0.0000","7658.6284"
"245.950","130.3808","18","0.0602","-0.5969","-0.2523","64.8555","0.9205","325.5658","1100.0000","0.5083","2254.3274","40.85186263","-80.34698590","0.0000","7660.4487"
"246.000","129.0980","18","0.0461","-0.6208","-0.2493","64.9205","0.7090","325.5771","1100.0000","0.5263","2897.9854","40.85186933","-80.34696689","0.0000","7662.2461"
